"","AVERAGE","GSM15972","GSM15973","GSM15974","GSM15975"
"CEBPB",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CEBPD",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CEBPE",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CEBPG",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CEBPZ",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CHD4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CHD8",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CIITA",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CITED2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CLOCK",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CNBP",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CNOT7",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CNOT8",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"COPS5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CRABP2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREB1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREB3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREB3L1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREB3L4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREB5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREBBP",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREG1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CREM",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CRTC1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CRX",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CTBP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CTCF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CTCFL",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CTNNB1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CTNNBIP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"CUX1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DACH1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DAXX",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DBP",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DDB1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DDB2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DDIT3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DDX5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DEAF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DEDD",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DEK",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DENND4A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DLX3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DLX4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DLX5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DMAP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DNMT1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DNMT3A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DNMT3L",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DR1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DRAP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"DUX4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F6",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F7",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E2F8",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"E4F1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EAF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EAPP",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EBF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EBF3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ECD",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EED",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EGF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EGR1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EGR2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EGR3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EHF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EHMT2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EIF2AK2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELF2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELF3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELF4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELK1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELK3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELK4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ELL",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EN1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ENO1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EOMES",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EP300",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EPAS1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ERCC2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ERF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ERG",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ESR1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ESR2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ESRRA",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ESRRB",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ESRRG",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETS1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETS2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV6",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"ETV7",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EVX1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EWSR1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"EZH2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FHL2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FIGLA",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FLI1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOS",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOSB",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOSL1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOSL2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXA1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXA2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXA3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXC1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXC2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXD3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXE1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXF2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXG1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXH1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXI1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXJ1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXK2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXL1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXL2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXM1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXN1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXN4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXO1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXO3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXO4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXP2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXP3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FOXQ1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FUBP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FUBP3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"FUS",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GABPA",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GABPB1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GABPB2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GATA6",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GBX2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GCM1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GCM2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GFI1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GFI1B",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GLI1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GLI2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GLI3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GLIS3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GRHL1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GSC",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GTF2A1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GTF2B",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GTF2F1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GTF2I",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GTF3A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"GZF1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HAND2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HAX1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HBP1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HCFC1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC10",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC11",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC3",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC4",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC5",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC7",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDAC9",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HDGF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HES1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HES6",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HEXIM1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HEY1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HEY2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HEYL",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HHEX",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIC1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIF1A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIF3A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HINFP",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIPK2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIRA",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HIVEP2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HLF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HLTF",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HLX",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HMG20B",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HMGA1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HMGA2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HMGB2",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HMGN1",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HNF1A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HNF1B",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HNF4A",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HNF4G",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
"HNRNPD",0.0124950970691895,0.0147441577282958,0.0129449092010107,0.00988618670462609,0.0124051346428252
